field1,job_id,skill,type
1035,390,QGIS,mixed
1036,390,GlobalMapper,mixed
1037,390,WMS/WCS,mixed
1038,390,TMS,mixed
1039,390,GDAL,mixed
1040,390,PostGIS,mixed
1041,390,Grass,mixed
1042,390,.NET,.net
1043,391,OpenStack,mixed
1044,391,Play,Scala Frameworks
1045,391,Rabbit MQ,RabbitMQ
1046,391,Elastic Search,Elastic Stack
1047,391,Mongo DB,NoSQL
1048,394,Gsap,mixed
1049,395,pdftk,mixed
1050,397,ETL,bigdata
1051,397,Tableau,Data viz tools
1052,397,MicroStrategy,mixed
1053,397,Looker,mixed
1054,397,Data Pipeline,bigdata
1055,397,Kinesis,AWS
1056,397,MapReduce,mixed
1057,398,MobX,mixed
1058,400,C/C++,C/C++
1059,402,Python3,mixed
1060,402,Express,Node.js
1061,402,Celery,mixed
1062,402,Ember,mixed
1063,402,VueJS,JavaScript Tools
1064,402,OpenShift,mixed
1065,403,RDS,AWS
1066,403,Kinesis,AWS
1067,404,C/C++,C/C++
1068,405,HLS,mixed
1069,405,DASH,mixed
1070,405,Smooth,mixed
1071,405,retrofit 2,mixed
1072,405,dagger,mixed
1073,405,fresco,mixed
1074,405,okhttp,mixed
1075,405,butterknife,mixed
1076,406,Perl,Perl
1077,408,Jekyll,mixed
1078,408,Hugo,mixed
1079,408,Phenomic,mixed
1080,408,yarn,yarn
1081,408,Karma,mixed
1082,408,Protractor,mixed
1083,408,Jest,testing
1084,409,ECMAScript 6,JavaScript Tools
1085,410,Express,Node.js
1086,410,mLab,mixed
1087,410,New Relic,mixed
1088,410,StatusCake,mixed
1089,411,C#,C#
1090,411,Entity Framework,mixed
1091,411,Linq,mixed
1092,412,Capybara,testing
1093,412,Babel,JS Compiler
1094,412,Postcss,mixed
1095,412,Jest,testing
1096,412,Sinon,mixed
1097,412,Chai,BDD/TDD
1098,413,InfluxDB,mixed
1099,413,DynamoDB,mixed
1100,413,Confluence,Atlassian
1101,413,xUnit,mixed
1102,414,Hbase,mixed
1103,414,Storm,mixed
1104,416,Zend Framework,PHP Frameworks
1105,416,Yii,mixed
1106,416,Lumen,mixed
1107,416,Silex,mixed
1108,416,Mock,mixed
1109,416,Stub,mixed
1110,416,Memcached,Memcached
1111,416,PubNub,mixed
1112,417,Groovy,Groovy
1113,417,Grails,Grails
1114,417,Ratpack,mixed
1115,417,CloudFront,Cloud
1116,417,OpsWorks,mixed
1117,417,IntelliJ,mixed
1118,418,Dagger,mixed
1119,418,rxJava,mixed
1120,419,Dagger,mixed
1121,419,rxJava,mixed
1122,421,Universal,mixed
1123,424,CRM,mixed
1124,427,Ethernet,mixed
1125,427,WLAN,mixed
1126,427,VPN,mixed
1127,427,Microsoft Exchange,mixed
1128,429,Terraform,Terraform
1129,429,LXC/LXD,mixed
1130,429,OpenStack,mixed
1131,431,Xcode,iOS
1132,432,DNS,mixed
1133,432,DHCP,mixed
1134,432,LAN/WAN,mixed
1135,432,Microsoft Exchange Server,mixed
1136,432,Ofiice 365,mixed
1137,434,R,R
1138,436,Brunch,mixed
1139,436,Rollup,mixed
1140,436,Browserify,JavaScript Tools
1141,436,VueJS,JavaScript Tools
1142,438,DNS,mixed
1143,438,SSL,mixed
1144,438,IPTables,mixed
1145,439,OS,mixed
1146,441,AKKA,mixed
1147,441,Play Framework,Scala Frameworks
1148,441,Flink,mixed
1149,441,MQTT,mixed
1150,442,CSS4,mixed
1151,442,ES2015,JavaScript Tools
1152,442,ES2016,JavaScript Tools
1153,443,Swagger,mixed
1154,443,Flink,mixed
1155,443,JVM,JVM
1156,444,Swagger,mixed
1157,444,Koa,mixed
1158,444,MQTT,mixed
1159,444,OAuth 2.0,mixed
1160,445,C,C/C++
1161,445,Perl,Perl
1162,446,ObjectiveC,Objective-C
1163,446,ReactNative,React.js
1164,446,Fabric,mixed
1165,447,GitLab,Repository management services
1166,447,Capybara,testing
1167,448,RDS,AWS
1168,448,IAM,mixed
1169,448,DynamoDB,mixed
1170,448,Ubuntu/Debian,mixed
1171,448,HAproxy,mixed
1172,448,FPM,mixed
1173,455,C / C++,C/C++
1174,455,I2C,mixed
1175,455,SPI,mixed
1176,455,Uart,mixed
1177,455,USB,mixed
1178,455,Bluetooth,mixed
1179,455,Makefile,mixed
1180,455,QT,mixed
1181,457,PHP5,PHP
1182,458,C++,C/C++
1183,458,C#,C#
1184,458,SOAP,mixed
1185,458,Express,Node.js
1186,458,CouchDB,NoSQL
1187,459,Grails,Grails
1188,459,Hibernate,Hibernate
1189,459,RestAPI,RESTful APIs
1190,460,Babel,JS Compiler
1191,462,Grails,Grails
1192,462,Hibernate,Hibernate
1193,462,RestAPI,RESTful APIs
1194,463,Yarn,yarn
1195,465,Luigi,mixed
1196,466,Ember,mixed
1197,469,Marionette,JavaScript Tools
1198,470,VPC,mixed
1199,470,Openstack,mixed
1200,470,Zookeeper,mixed
1201,470,Haproxy,mixed
1202,470,ActiveMQ,Apache Frameworks
1203,470,Sonar,mixed
1204,472,PHP7,PHP
1205,474,Continuous Delivery,Continuous Delivery
1206,475,Firebase,mixed
1207,475,ActionCable,mixed
1208,478,CoreOS,mixed
1209,478,Terraform,Terraform
1210,479,HTTPS,HTTP
1211,480,ECMAScript 2015,JavaScript Tools
1212,481,Elixir,mixed
1213,481,ECMAScript 2015,JavaScript Tools
1214,481,Qt,mixed
1215,481,GCP,mixed
1216,482,Flux,mixed
1217,483,Play,Scala Frameworks
1218,483,Confluence,Atlassian
1219,483,BitBucket,Repository management services
1220,484,Xcode,iOS
1221,484,Cocoa Touch,mixed
1222,485,Angular2,Angular.js
1223,485,Clojure,mixed
1224,485,XSS,mixed
1225,485,CSRF,mixed
1226,485,OWASP Top 10,mixed
1227,487,J2EE,mixed
1228,487,Saltsack,mixed
1229,489,C#,C#
1230,489,Visual Basic,mixed
1231,489,Apex,mixed
1232,553,python,Python
1233,554,python,Python
1234,555,python,Python
1235,556,python,Python
1236,557,python,Python
1237,558,python,Python
1238,559,python,Python
1239,560,python,Python
1240,561,python,Python
1241,563,python,Python
1242,565,python,Python
1243,566,python,Python
1244,567,python,Python
1245,568,python,Python
1246,570,python,Python
1247,571,python,Python
1248,572,python,Python
1249,573,python,Python
1250,574,python,Python
1251,575,python,Python
1252,576,python,Python
1253,577,python,Python
1254,579,python,Python
1255,580,python,Python
1256,582,python,Python
1257,584,python,Python
1258,585,python,Python
1259,586,python,Python
1260,588,python,Python
1261,593,python,Python
1262,594,python,Python
1263,595,python,Python
1264,596,python,Python
1265,598,python,Python
1266,605,python,Python
1267,606,python,Python
1268,608,python,Python
1269,613,python,Python
1270,616,python,Python
1271,619,python,Python
1272,631,python,Python
1273,724,python,Python
1274,2,Python,Python
1275,5,Python,Python
1276,8,Python,Python
1277,9,Python,Python
1278,10,Python,Python
1279,12,Python,Python
1280,19,Python,Python
1281,20,Python,Python
1282,20,Python Celery,Python
1283,21,Python,Python
1284,23,Python,Python
1285,32,Python,Python
1286,35,Python,Python
1287,40,Python,Python
1288,42,Python,Python
1289,49,Python,Python
1290,50,Python,Python
1291,55,Python,Python
1292,56,Python,Python
1293,62,Python,Python
1294,63,Python,Python
1295,76,python,Python
1296,86,Python,Python
1297,90,Python,Python
1298,94,Python,Python
1299,96,Python,Python
1300,100,Python,Python
1301,103,Python,Python
1302,104,Python,Python
1303,109,Python,Python
1304,110,Python,Python
1305,116,Python,Python
1306,126,Python,Python
1307,129,Python,Python
1308,130,Python,Python
1309,132,Python,Python
1310,135,Python,Python
1311,148,Python,Python
1312,149,Python,Python
1313,163,Python,Python
1314,174,Python,Python
1315,178,Python,Python
1316,181,Python,Python
1317,182,Python,Python
1318,183,Python,Python
1319,186,Python,Python
1320,189,Python,Python
1321,196,Python,Python
1322,198,Python,Python
1323,199,Python,Python
1324,200,Python,Python
1325,201,Python,Python
1326,202,Python,Python
1327,203,Python,Python
1328,205,Python,Python
1329,208,Python GUI,Python
1330,220,Python,Python
1331,231,Python,Python
1332,239,Python,Python
1333,242,Python,Python
1334,245,Python,Python
1335,249,Python,Python
1336,250,Python,Python
1337,251,Python,Python
1338,255,Python,Python
1339,258,Python,Python
1340,264,Python,Python
1341,265,Python,Python
1342,271,Python,Python
1343,273,Python,Python
1344,276,Python,Python
1345,285,Python,Python
1346,287,Python,Python
1347,288,Python,Python
1348,289,Python,Python
1349,292,Python,Python
1350,293,Python,Python
1351,298,Python,Python
1352,301,Python,Python
1353,303,Python,Python
1354,320,Python,Python
1355,323,Python,Python
1356,330,Python,Python
1357,339,Python,Python
1358,340,Python,Python
1359,344,Python,Python
1360,349,Python,Python
1361,353,Python,Python
1362,357,Python,Python
1363,368,Python,Python
1364,372,Python,Python
1365,384,Python,Python
1366,387,Python,Python
1367,388,Python,Python
1368,389,Python,Python
1369,390,Python,Python
1370,391,Python,Python
1371,403,Python,Python
1372,404,Python,Python
1373,406,Python,Python
1374,413,Python,Python
1375,426,Python,Python
1376,428,Python,Python
1377,430,Python,Python
1378,433,Python 3,Python
1379,434,Python,Python
1380,442,Python,Python
1381,445,Python,Python
1382,448,Python,Python
1383,455,Python,Python
1384,464,Python,Python
1385,465,Python,Python
1386,470,Python,Python
1387,486,Python,Python
1388,553,sql,SQL
1389,554,sql,SQL
1390,555,sql,SQL
1391,557,sql,SQL
1392,558,sql,SQL
1393,559,sql,SQL
1394,568,sql,SQL
1395,587,sql,SQL
1396,590,sql,SQL
1397,600,sql,SQL
1398,603,sql,SQL
1399,615,sql,SQL
1400,620,sql,SQL
1401,621,sql,SQL
1402,656,sql,SQL
1403,675,sql,SQL
1404,681,sql,SQL
1405,690,sql,SQL
1406,703,sql,SQL
1407,720,sql,SQL
1408,722,sql,SQL
1409,724,sql,SQL
1410,740,sql,SQL
1411,775,sql,SQL
1412,805,sql-server,SQL
1413,19,SQL,SQL
1414,20,SQL,SQL
1415,35,SQL,SQL
1416,55,SQL,SQL
1417,61,SQL,SQL
1418,68,SQL,SQL
1419,73,SQL,SQL
1420,75,SQL,SQL
1421,78,SQL,SQL
1422,87,SQL,SQL
1423,91,SQL,SQL
1424,94,SQL,SQL
1425,104,SQL,SQL
1426,109,SQL,SQL
1427,130,SQL,SQL
1428,145,SQL,SQL
1429,169,SQL,SQL
1430,173,SQL,SQL
1431,178,SQL,SQL
1432,197,SQL,SQL
1433,217,SQL,SQL
1434,220,SQL,SQL
1435,252,SQL,SQL
1436,262,SQL,SQL
1437,264,SQL,SQL
1438,270,SQL,SQL
1439,271,SQL,SQL
1440,272,Transact SQL,SQL
1441,273,SQL,SQL
1442,276,SQL,SQL
1443,280,SQL,SQL
1444,288,SQL,SQL
1445,298,SQL,SQL
1446,314,SQL,SQL
1447,316,SQL,SQL
1448,332,SQL,SQL
1449,339,SQL Server,SQL
1450,340,SQL,SQL
1451,343,SQL,SQL
1452,344,SQL,SQL
1453,346,SQL,SQL
1454,347,SQL,SQL
1455,348,SQL,SQL
1456,355,SQL,SQL
1457,356,SQL,SQL
1458,356,Cloud SQL,SQL
1459,358,SQL,SQL
1460,366,Sql,SQL
1461,368,SQL,SQL
1462,373,SQL,SQL
1463,375,SQL,SQL
1464,386,SQL,SQL
1465,389,SQL,SQL
1466,390,SQL,SQL
1467,399,SQL,SQL
1468,403,SQL,SQL
1469,415,SQL,SQL
1470,473,SQL,SQL
1471,481,SQL,SQL
1472,485,SQL Injection,SQL
1473,555,django,Django
1474,560,django,Django
1475,561,django,Django
1476,562,django,Django
1477,565,django,Django
1478,614,django,Django
1479,32,Django,Django
1480,123,Django,Django
1481,135,Django,Django
1482,264,Django,Django
1483,287,Django,Django
1484,288,Django,Django
1485,289,Django,Django
1486,320,Django,Django
1487,402,Django,Django
1488,433,Django,Django
1489,555,aws,AWS
1490,568,aws,AWS
1491,569,aws,AWS
1492,578,aws,AWS
1493,583,aws,AWS
1494,586,aws,AWS
1495,586,aws-lambda,AWS
1496,588,aws,AWS
1497,596,aws,AWS
1498,601,aws,AWS
1499,605,aws,AWS
1500,608,aws,AWS
1501,612,aws,AWS
1502,624,aws,AWS
1503,648,aws,AWS
1504,701,aws,AWS
1505,706,aws,AWS
1506,708,aws,AWS
1507,719,aws,AWS
1508,729,aws,AWS
1509,732,aws,AWS
1510,742,aws,AWS
1511,744,aws,AWS
1512,759,aws,AWS
1513,776,aws,AWS
1514,781,aws,AWS
1515,786,aws,AWS
1516,791,aws,AWS
1517,809,aws,AWS
1518,809,aws-code-deploy,AWS
1519,817,aws,AWS
1520,6,AWS,AWS
1521,9,AWS,AWS
1522,14,AWS,AWS
1523,31,AWS,AWS
1524,40,AWS,AWS
1525,41,AWS,AWS
1526,42,AWS,AWS
1527,44,AWS,AWS
1528,46,AWS,AWS
1529,47,AWS,AWS
1530,50,AWS stack,AWS
1531,53,AWS,AWS
1532,62,AWS,AWS
1533,68,AWS,AWS
1534,72,AWS,AWS
1535,86,AWS,AWS
1536,90,AWS SQS,AWS
1537,90,AWS Kinesis,AWS
1538,90,AWS RDS,AWS
1539,90,AWS DynamoDB,AWS
1540,90,AWS ElasticCache,AWS
1541,90,AWS Redshift,AWS
1542,94,AWS-Cloud,AWS
1543,102,AWS,AWS
1544,103,AWS,AWS
1545,104,AWS stack,AWS
1546,105,AWS,AWS
1547,108,AWS,AWS
1548,109,AWS,AWS
1549,110,AWS Redshift,AWS
1550,113,AWS,AWS
1551,114,AWS,AWS
1552,120,AWS,AWS
1553,121,AWS EC2,AWS
1554,124,AWS,AWS
1555,129,AWS,AWS
1556,130,AWS,AWS
1557,132,AWS,AWS
1558,144,AWS Services,AWS
1559,147,AWS,AWS
1560,174,AWS,AWS
1561,176,AWS,AWS
1562,177,AWS,AWS
1563,181,AWS,AWS
1564,204,AWS Services,AWS
1565,229,AWS,AWS
1566,230,AWS,AWS
1567,234,AWS,AWS
1568,239,AWS/Azure,AWS
1569,242,AWS,AWS
1570,250,AWS,AWS
1571,251,AWS,AWS
1572,255,AWS,AWS
1573,258,AWS,AWS
1574,263,AWS,AWS
1575,282,AWS,AWS
1576,285,AWS,AWS
1577,287,AWS,AWS
1578,290,AWS,AWS
1579,297,AWS,AWS
1580,302,AWS,AWS
1581,327,AWS,AWS
1582,352,AWS,AWS
1583,362,AWS,AWS
1584,372,AWS,AWS
1585,375,AWS,AWS
1586,386,AWS,AWS
1587,390,AWS,AWS
1588,397,AWS,AWS
1589,403,AWS,AWS
1590,410,AWS,AWS
1591,413,AWS,AWS
1592,416,AWS,AWS
1593,417,AWS,AWS
1594,417,AWS,AWS
1595,426,AWS,AWS
1596,429,AWS,AWS
1597,433,AWS,AWS
1598,442,AWS,AWS
1599,443,AWS,AWS
1600,444,AWS,AWS
1601,447,AWS,AWS
1602,459,AWS,AWS
1603,462,AWS,AWS
1604,470,AWS,AWS
1605,470,AWS ELB,AWS
1606,480,AWS,AWS
1607,481,AWS,AWS
1608,483,AWS,AWS
1609,487,AWS,AWS
1610,555,scrum,Agile
1611,571,scrum,Agile
1612,686,scrum,Agile
1613,694,scrum,Agile
1614,702,scrum,Agile
1615,714,scrum,Agile
1616,730,scrum,Agile
1617,770,scrum,Agile
1618,772,scrum,Agile
1619,827,scrum,Agile
1620,72,Scrum,Agile
1621,74,Scrum,Agile
1622,97,Scrum,Agile
1623,128,Scrum,Agile
1624,136,SCRUM,Agile
1625,140,Scrum,Agile
1626,143,SCRUM,Agile
1627,151,scrum,Agile
1628,172,SCRUM,Agile
1629,195,Scrum,Agile
1630,232,Scrum,Agile
1631,233,Scrum,Agile
1632,257,Scrum,Agile
1633,260,Scrum,Agile
1634,274,Scrum,Agile
1635,295,Scrum,Agile
1636,307,Scrum,Agile
1637,318,Scrum,Agile
1638,322,Scrum,Agile
1639,361,SCRUM,Agile
1640,362,Scrum,Agile
1641,367,Scrum,Agile
1642,371,Scrum,Agile
1643,397,Scrum,Agile
1644,413,Scrum,Agile
1645,415,Scrum,Agile
1646,437,Scrum,Agile
1647,447,Scrum,Agile
1648,458,Scrum,Agile
1649,459,Scrum,Agile
1650,462,Scrum,Agile
1651,471,Scrum,Agile
1652,475,Scrum,Agile
1653,556,linux,Unix/Linux
1654,569,linux,Unix/Linux
1655,571,linux,Unix/Linux
1656,583,linux,Unix/Linux
1657,616,linux,Unix/Linux
1658,623,linux,Unix/Linux
1659,676,linux,Unix/Linux
1660,693,linux,Unix/Linux
1661,707,linux,Unix/Linux
1662,727,linux,Unix/Linux
1663,735,linux,Unix/Linux
1664,751,linux,Unix/Linux
1665,783,linux,Unix/Linux
1666,786,linux,Unix/Linux
1667,795,linux,Unix/Linux
1668,800,linux,Unix/Linux
1669,817,linux,Unix/Linux
1670,14,Linux,Unix/Linux
1671,21,Linux,Unix/Linux
1672,23,Linux,Unix/Linux
1673,31,Linux,Unix/Linux
1674,57,Linux,Unix/Linux
1675,68,Linux,Unix/Linux
1676,113,Linux,Unix/Linux
1677,121,Linux,Unix/Linux
1678,129,Linux,Unix/Linux
1679,177,Linux,Unix/Linux
1680,198,Linux,Unix/Linux
1681,199,Linux,Unix/Linux
1682,200,Linux,Unix/Linux
1683,201,Linux,Unix/Linux
1684,202,Linux,Unix/Linux
1685,205,Linux,Unix/Linux
1686,215,Linux,Unix/Linux
1687,219,Linux,Unix/Linux
1688,230,Linux,Unix/Linux
1689,231,Linux,Unix/Linux
1690,246,Linux,Unix/Linux
1691,249,Linux,Unix/Linux
1692,250,Linux,Unix/Linux
1693,252,Linux,Unix/Linux
1694,253,Linux,Unix/Linux
1695,261,Linux,Unix/Linux
1696,293,Linux,Unix/Linux
1697,320,Linux,Unix/Linux
1698,328,OSX/Linux,Unix/Linux
1699,336,Linux,Unix/Linux
1700,349,Linux,Unix/Linux
1701,381,Linux,Unix/Linux
1702,390,Linux,Unix/Linux
1703,406,Linux,Unix/Linux
1704,440,Linux,Unix/Linux
1705,464,Linux,Unix/Linux
1706,478,Linux,Unix/Linux
1707,486,Linux,Unix/Linux
1708,556,postgresql,SQL
1709,560,postgresql,SQL
1710,566,postgresql,SQL
1711,570,postgresql,SQL
1712,580,postgresql,SQL
1713,582,postgresql,SQL
1714,640,postgresql,SQL
1715,658,postgresql,SQL
1716,723,postgresql,SQL
1717,726,postgresql,SQL
1718,726,postgresql-9.6,SQL
1719,739,postgresql,SQL
1720,765,postgresql,SQL
1721,800,postgresql,SQL
1722,809,postgresql,SQL
1723,6,PostgreSQL,SQL
1724,35,PostgreSQL,SQL
1725,40,PostgreSQL,SQL
1726,41,PostgreSQL,SQL
1727,47,PostgreSQL,SQL
1728,55,PostgreSQL,SQL
1729,84,PostgreSQL,SQL
1730,106,Postgresql,SQL
1731,116,Postgresql,SQL
1732,120,PostgreSQL,SQL
1733,126,PostgreSQL,SQL
1734,133,PostgreSQL,SQL
1735,135,PostgreSQL,SQL
1736,150,PostgreSQL,SQL
1737,155,PostgreSQL,SQL
1738,171,PostgreSQL,SQL
1739,207,PostgreSQL,SQL
1740,210,PostgreSQL,SQL
1741,230,PostgreSQL,SQL
1742,233,PostgreSQL,SQL
1743,236,PostgreSQL,SQL
1744,238,PostgreSQL,SQL
1745,265,PostgreSQL,SQL
1746,280,PostgreSQL,SQL
1747,287,PostgreSQL,SQL
1748,287,PostgreSQL,SQL
1749,290,PostgreSQL,SQL
1750,320,PostgreSQL,SQL
1751,327,Postgresql,SQL
1752,329,PostgreSQL,SQL
1753,339,PostgreSQL,SQL
1754,341,PostgreSQL,SQL
1755,352,PostgreSQL,SQL
1756,433,PostgreSQL,SQL
1757,436,PostgreSQL,SQL
1758,443,PostgreSQL,SQL
1759,444,PostgreSQL,SQL
1760,458,PostgreSQL,SQL
1761,467,PostgreSQL,SQL
1762,470,PostgreSQL,SQL
1763,478,PostgreSQL,SQL
1764,480,PostgreSQL,SQL
1765,557,continuous-integration,Continuous integration
1766,624,continuous-integration,Continuous integration
1767,642,continuous-integration,Continuous integration
1768,662,continuous-integration,Continuous integration
1769,736,continuous-integration,Continuous integration
1770,760,continuous-integration,Continuous integration
1771,785,continuous-integration,Continuous integration
1772,113,Continuous Integration,Continuous integration
1773,361,Continuous Integration,Continuous integration
1774,401,Continuous integration,Continuous integration
1775,474,Continuous Integration,Continuous integration
1776,557,automated-tests,testing
1777,604,testing,testing
1778,619,testing,testing
1779,621,testing,testing
1780,625,testing,testing
1781,625,automated-tests,testing
1782,722,performance-testing,testing
1783,733,testing,testing
1784,815,mobile-testing,testing
1785,820,automated-tests,testing
1786,75,A/B testing,testing
1787,137,cross OS testing,testing
1788,167,A/B Testing,testing
1789,283,A/B Testing,testing
1790,298,A/B test,testing
1791,324,A/B tests,testing
1792,335,Unit Testing,testing
1793,384,Py.Test,testing
1794,405,UI Testing,testing
1795,558,deep-learning,Machine Learning
1796,10,scikit-learn,Machine Learning
1797,49,scikit-learn,Machine Learning
1798,50,Scikit-learn,Machine Learning
1799,76,scikit-learn,Machine Learning
1800,104,Scikit-learn,Machine Learning
1801,130,Scikit-learn,Machine Learning
1802,298,Deep Learning,Machine Learning
1803,323,Scikit Learn,Machine Learning
1804,559,ruby,Ruby
1805,577,ruby,Ruby
1806,579,ruby,Ruby
1807,593,ruby,Ruby
1808,598,ruby,Ruby
1809,605,ruby,Ruby
1810,608,ruby,Ruby
1811,639,ruby,Ruby
1812,664,ruby,Ruby
1813,667,ruby,Ruby
1814,704,ruby,Ruby
1815,721,ruby,Ruby
1816,724,ruby,Ruby
1817,741,ruby,Ruby
1818,781,ruby,Ruby
1819,796,ruby,Ruby
1820,801,ruby,Ruby
1821,820,ruby,Ruby
1822,29,Ruby,Ruby
1823,40,Ruby,Ruby
1824,42,Ruby,Ruby
1825,53,Ruby,Ruby
1826,56,Ruby,Ruby
1827,86,Ruby,Ruby
1828,96,Ruby,Ruby
1829,100,Ruby,Ruby
1830,114,Ruby w/o Rails,Ruby
1831,126,Ruby,Ruby
1832,132,Ruby,Ruby
1833,147,Ruby,Ruby
1834,171,Ruby,Ruby
1835,186,Ruby,Ruby
1836,196,Ruby,Ruby
1837,198,Ruby,Ruby
1838,209,Ruby,Ruby
1839,227,Ruby,Ruby
1840,231,Ruby,Ruby
1841,239,Ruby,Ruby
1842,248,Ruby/RoR,Ruby
1843,250,Ruby,Ruby
1844,255,Ruby,Ruby
1845,273,Ruby,Ruby
1846,276,Ruby,Ruby
1847,280,Ruby,Ruby
1848,291,Ruby,Ruby
1849,293,Ruby,Ruby
1850,314,Ruby,Ruby
1851,318,Ruby,Ruby
1852,330,Ruby,Ruby
1853,331,Ruby,Ruby
1854,341,Ruby,Ruby
1855,344,Ruby,Ruby
1856,353,Ruby,Ruby
1857,362,Ruby,Ruby
1858,375,Ruby,Ruby
1859,384,Ruby,Ruby
1860,387,Ruby,Ruby
1861,391,Ruby,Ruby
1862,406,Ruby,Ruby
1863,447,Ruby,Ruby
1864,448,Ruby,Ruby
1865,453,Ruby,Ruby
1866,454,Ruby,Ruby
1867,464,Ruby,Ruby
1868,561,mysql,SQL
1869,563,mysql,SQL
1870,566,mysql,SQL
1871,570,mysql,SQL
1872,601,mysql,SQL
1873,612,mysql,SQL
1874,620,mysql,SQL
1875,629,mysql,SQL
1876,633,mysql,SQL
1877,637,mysql,SQL
1878,638,mysql,SQL
1879,642,mysql,SQL
1880,651,mysql,SQL
1881,652,mysql,SQL
1882,658,mysql,SQL
1883,660,mysql,SQL
1884,665,mysql,SQL
1885,670,mysql,SQL
1886,686,mysql,SQL
1887,689,mysql,SQL
1888,697,mysql,SQL
1889,700,mysql,SQL
1890,715,mysql,SQL
1891,723,mysql,SQL
1892,774,mysql,SQL
1893,23,MySQL,SQL
1894,31,MySQL,SQL
1895,41,MySQL,SQL
1896,47,MySQL,SQL
1897,57,Mysql,SQL
1898,60,MySQL,SQL
1899,72,Mysql,SQL
1900,82,MySQL,SQL
1901,86,MySQL,SQL
1902,103,mySQL,SQL
1903,106,Mysql,SQL
1904,110,MySQL,SQL
1905,113,MySQL,SQL
1906,120,MySQL,SQL
1907,121,MYSQL,SQL
1908,126,MySQL,SQL
1909,147,MySQL,SQL
1910,171,MySQL,SQL
1911,177,Mysql,SQL
1912,190,MySQL,SQL
1913,210,MySQL,SQL
1914,219,MySql,SQL
1915,229,MySQL,SQL
1916,230,MySQL,SQL
1917,258,MySQL,SQL
1918,259,MySQL,SQL
1919,265,MySQL,SQL
1920,272,MySQL,SQL
1921,290,MySQL,SQL
1922,322,MySQL,SQL
1923,329,MySQL,SQL
1924,336,MySQL,SQL
1925,338,MySQL,SQL
1926,339,MySQL,SQL
1927,341,MySQL,SQL
1928,349,MySQL,SQL
1929,352,MySQL,SQL
1930,363,MySQL,SQL
1931,394,MySQL,SQL
1932,395,MySQL,SQL
1933,402,MySQL,SQL
1934,413,MySQL,SQL
1935,417,MySQL,SQL
1936,436,MySQL,SQL
1937,448,MySQL,SQL
1938,453,MySQL,SQL
1939,457,MySQL,SQL
1940,458,MySQL,SQL
1941,459,MySQL,SQL
1942,462,MySQL,SQL
1943,470,Mysql,SQL
1944,472,MySQL,SQL
1945,487,MySQL,SQL
1946,561,docker,Containerization Platforms
1947,576,docker,Containerization Platforms
1948,592,docker,Containerization Platforms
1949,610,docker,Containerization Platforms
1950,612,docker,Containerization Platforms
1951,624,docker,Containerization Platforms
1952,640,docker,Containerization Platforms
1953,642,docker,Containerization Platforms
1954,661,docker,Containerization Platforms
1955,679,docker,Containerization Platforms
1956,698,docker,Containerization Platforms
1957,727,docker,Containerization Platforms
1958,735,docker,Containerization Platforms
1959,738,docker,Containerization Platforms
1960,744,docker,Containerization Platforms
1961,762,docker,Containerization Platforms
1962,763,docker,Containerization Platforms
1963,776,docker,Containerization Platforms
1964,781,docker,Containerization Platforms
1965,786,docker,Containerization Platforms
1966,9,Docker,Containerization Platforms
1967,23,Docker,Containerization Platforms
1968,31,Docker,Containerization Platforms
1969,40,Docker,Containerization Platforms
1970,42,Docker,Containerization Platforms
1971,53,Kafka and Docker,Containerization Platforms
1972,56,Docker,Containerization Platforms
1973,60,Docker,Containerization Platforms
1974,109,Docker,Containerization Platforms
1975,110,Docker,Containerization Platforms
1976,133,Docker,Containerization Platforms
1977,135,Docker,Containerization Platforms
1978,144,Docker Vagrant,Containerization Platforms
1979,147,Docker,Containerization Platforms
1980,177,Docker,Containerization Platforms
1981,178,Docker,Containerization Platforms
1982,181,Docker,Containerization Platforms
1983,196,Docker,Containerization Platforms
1984,198,Docker,Containerization Platforms
1985,199,Docker,Containerization Platforms
1986,200,Docker,Containerization Platforms
1987,201,Docker,Containerization Platforms
1988,203,Docker,Containerization Platforms
1989,204,Docker,Containerization Platforms
1990,206,Docker,Containerization Platforms
1991,210,Docker,Containerization Platforms
1992,212,Docker,Containerization Platforms
1993,220,Docker,Containerization Platforms
1994,227,Docker,Containerization Platforms
1995,229,Docker,Containerization Platforms
1996,236,Docker,Containerization Platforms
1997,238,Docker,Containerization Platforms
1998,239,Docker,Containerization Platforms
1999,246,Docker,Containerization Platforms
2000,248,Docker,Containerization Platforms
2001,253,Docker,Containerization Platforms
2002,258,Docker,Containerization Platforms
2003,261,Docker,Containerization Platforms
2004,279,Docker,Containerization Platforms
2005,280,Docker,Containerization Platforms
2006,328,Docker-Compose,Containerization Platforms
2007,375,Docker,Containerization Platforms
2008,387,Docker,Containerization Platforms
2009,390,Docker,Containerization Platforms
2010,402,Docker,Containerization Platforms
2011,410,Docker Hub,Containerization Platforms
2012,413,Docker,Containerization Platforms
2013,429,Docker,Containerization Platforms
2014,433,Docker,Containerization Platforms
2015,438,Docker,Containerization Platforms
2016,443,Docker,Containerization Platforms
2017,444,Docker,Containerization Platforms
2018,458,Docker,Containerization Platforms
2019,467,Docker,Containerization Platforms
2020,472,Docker,Containerization Platforms
2021,478,Docker,Containerization Platforms
2022,483,Docker,Containerization Platforms
2023,487,Docker,Containerization Platforms
